vType_id;vType_vClass;trip_depart;trip_departLane;trip_departSpeed;trip_from;trip_id;trip_to;trip_type
;;1778.45;best;;354991437#7;veh36634;1372046069;veh_passenger
;;1778.50;best;;1392100416#0;veh36635;-1083972132#0;veh_passenger
;;1778.55;best;;1046101220#0;veh36636;988530876#1;veh_passenger
;;1778.60;best;;849848486#1;veh36637;1051244386#1;veh_passenger
;;1778.65;best;;458441664#1;veh36638;320044846#3;veh_passenger
;;1778.69;best;;-569583472#4;veh36639;-322244198;veh_passenger
;;1778.74;best;max;-988530856;veh36640;-1219074995;veh_passenger
;;1778.79;best;;1043817978#2;veh36641;1051023023;veh_passenger
;;1778.84;best;;1042966483#0;veh36642;229908896#26;veh_passenger
;;1778.89;best;;1089022996#3;veh36643;1372269316#1;veh_passenger
;;1778.94;best;;-229907581#3;veh36644;-355210810;veh_passenger
;;1778.98;best;;-1385715601;veh36645;170212426#2;veh_passenger
;;1779.03;best;;132061363#1;veh36646;-1213567567#1;veh_passenger
;;1779.08;best;max;-1303692086#1;veh36647;1044306287#1;veh_passenger
;;1779.13;best;;-132183810#0;veh36648;1071865171#1;veh_passenger
;;1779.18;best;;1217254959;veh36649;-1044700302#0;veh_passenger
;;1779.23;best;;-1385774533#0;veh36650;988530925#2;veh_passenger
;;1779.28;best;max;479525054#0;veh36651;-684335543#1;veh_passenger
;;1779.32;best;;-1217160330#1;veh36652;-26299195#1;veh_passenger
;;1779.37;best;;-1388710558;veh36653;1049862884#2;veh_passenger
;;1779.42;best;max;-1220468799;veh36654;-1217160130;veh_passenger
;;1779.47;best;;1383686375;veh36655;54531638#1;veh_passenger
;;1779.52;best;max;-1219081089;veh36656;1218448834#1;veh_passenger
;;1779.57;best;max;-1383686364#3;veh36657;354298488#2;veh_passenger
;;1779.62;best;max;-1217160483;veh36658;184751276#5;veh_passenger
;;1779.66;best;max;-1394921582;veh36659;1374150826#6;veh_passenger
;;1779.71;best;;1379958697#0;veh36660;1374429721#0;veh_passenger
;;1779.76;best;max;-1358531912#2;veh36661;-1042192048#0;veh_passenger
;;1779.81;best;max;-1381023497;veh36662;1217034145;veh_passenger
;;1779.86;best;;-1071867080;veh36663;-158370310#16;veh_passenger
;;1779.91;best;;902920463#19;veh36664;1385778683#1;veh_passenger
;;1779.96;best;max;-1368699085;veh36665;1049696988#0;veh_passenger
;;1780.00;best;max;1220236947;veh36666;-1218440518#0;veh_passenger
;;1780.05;best;max;-1215984207#2;veh36667;1220468001;veh_passenger
;;1780.10;best;;355391710#0;veh36668;1049113088;veh_passenger
;;1780.15;best;;849845960#0;veh36669;-221615243#2;veh_passenger
;;1780.20;best;max;1212737390;veh36670;1225841612;veh_passenger
;;1780.25;best;max;-988203004;veh36671;548937860#0;veh_passenger
;;1780.30;best;;-1381084653#1;veh36672;-26209730#1;veh_passenger
;;1780.34;best;max;-1374087242;veh36673;-1046958052#0;veh_passenger
;;1780.39;best;;1217255100;veh36674;318106706#3;veh_passenger
;;1780.44;best;;-220749511#3;veh36675;1042848930;veh_passenger
;;1780.49;best;;-1368648327;veh36676;318106704#1;veh_passenger
;;1780.54;best;;1370062316#4;veh36677;1382279707;veh_passenger
;;1780.59;best;;1228988196#0;veh36678;1385731070;veh_passenger
;;1780.64;best;;-1071872411;veh36679;321397529#9;veh_passenger
;;1780.68;best;;330376857#3;veh36680;762038778#3;veh_passenger
;;1780.73;best;max;-1042419272;veh36681;1053954498;veh_passenger
;;1780.78;best;max;1296683574;veh36682;-1055299294;veh_passenger
;;1780.83;best;max;1217037418;veh36683;1218449553;veh_passenger
;;1780.88;best;max;-1051068192#2;veh36684;-1217160164;veh_passenger
;;1780.93;best;;-548937866#1;veh36685;1379958923;veh_passenger
;;1780.98;best;;683448177#2;veh36686;155838483#0;veh_passenger
;;1781.02;best;max;-988530929#1;veh36687;1383759252;veh_passenger
;;1781.07;best;;-1046292271;veh36688;1304578492#1;veh_passenger
;;1781.12;best;;-331374613#3;veh36689;1055008081;veh_passenger
;;1781.17;best;max;-1219080031;veh36690;1043781982#1;veh_passenger
;;1781.22;best;;-988553290;veh36691;378247901;veh_passenger
;;1781.27;best;;-1386566302;veh36692;1383686359;veh_passenger
;;1781.32;best;;-680419911#9;veh36693;924059101#1;veh_passenger
;;1781.36;best;max;1217255342;veh36694;239322874#6;veh_passenger
;;1781.41;best;;-902523989#0;veh36695;355391700#2;veh_passenger
;;1781.46;best;;1053900906#0;veh36696;1124037111#0;veh_passenger
;;1781.51;best;;-446709218#1;veh36697;-1389975428;veh_passenger
;;1781.56;best;max;1219080063;veh36698;-852618915#1;veh_passenger
;;1781.61;best;max;-1376950085;veh36699;156020160#3;veh_passenger
;;1781.65;best;;332925053#2;veh36700;1219080692;veh_passenger
;;1781.70;best;max;-1464125700;veh36701;-258778497#8;veh_passenger
;;1781.75;best;;-1044571694#1;veh36702;825108510#22;veh_passenger
;;1781.80;best;;155838462#0;veh36703;-170210812;veh_passenger
;;1781.85;best;max;-988202999;veh36704;1217034370;veh_passenger
;;1781.90;best;max;-1369872527;veh36705;628362917#2;veh_passenger
;;1781.95;best;;158367054#4;veh36706;-1071867048#0;veh_passenger
;;1781.99;best;;220749755#11;veh36707;1383917760;veh_passenger
;;1782.04;best;max;-1071867061;veh36708;902926785#2;veh_passenger
;;1782.09;best;max;1391590971;veh36709;1055049389#14;veh_passenger
;;1782.14;best;;1045129807;veh36710;355210818#1;veh_passenger
;;1782.19;best;;-132363043#7;veh36711;-1303486399#0;veh_passenger
;;1782.24;best;;117011796#5;veh36712;-131937273#0;veh_passenger
;;1782.29;best;;-1217255627#1;veh36713;-1193689910;veh_passenger
;;1782.33;best;;-1046397073#4;veh36714;-378247915;veh_passenger
;;1782.38;best;max;-1054212705;veh36715;132363044#6;veh_passenger
;;1782.43;best;;-1049877273#2;veh36716;1303692100#1;veh_passenger
;;1782.48;best;;-1049873897#2;veh36717;1388005037;veh_passenger
;;1782.53;best;max;-1382263399#1;veh36718;-219780377#5;veh_passenger
;;1782.58;best;max;-898458130#1;veh36719;1071869428;veh_passenger
;;1782.63;best;max;-1044514927;veh36720;1392080524;veh_passenger
;;1782.67;best;;-1382286430#1;veh36721;1219080263;veh_passenger
;;1782.72;best;;680950030#1;veh36722;1302316764;veh_passenger
;;1782.77;best;max;-1226409513;veh36723;-158718330#4;veh_passenger
;;1782.82;best;max;-1071860467;veh36724;317464843#0;veh_passenger
;;1782.87;best;;1378623983#0;veh36725;-1432202358;veh_passenger
;;1782.92;best;;1050266822#1;veh36726;1055088779#0;veh_passenger
;;1782.97;best;max;-1322053855;veh36727;379260323#0;veh_passenger
;;1783.01;best;max;-1049873918#1;veh36728;1381036558;veh_passenger
;;1783.06;best;max;-132363058#1;veh36729;1390310832;veh_passenger
;;1783.11;best;;-78532190#5;veh36730;-1051244381;veh_passenger
;;1783.16;best;;-815459479#10;veh36731;-355393311#0;veh_passenger
;;1783.21;best;max;-1390396720#1;veh36732;-158370310#18;veh_passenger
;;1783.26;best;;-218857109#8;veh36733;-1083929590;veh_passenger
;;1783.31;best;;1049877259#0;veh36734;1049878349;veh_passenger
;;1783.35;best;max;1220230511;veh36735;988553285#2;veh_passenger
;;1783.40;best;;1125566734;veh36736;1386070035#0;veh_passenger
;;1783.45;best;max;-988530928#1;veh36737;1385761618;veh_passenger
;;1783.50;best;max;-1055120461;veh36738;-355393327#3;veh_passenger
;;1783.55;best;;-156020160#6;veh36739;1071869408;veh_passenger
;;1783.60;best;;-1384260207#0;veh36740;1044464386#5;veh_passenger
;;1783.65;best;;-158366236#18;veh36741;1049123387#0;veh_passenger
;;1783.69;best;max;-988530927;veh36742;1051121864#2;veh_passenger
;;1783.74;best;;-1368621672;veh36743;1368622931#2;veh_passenger
;;1783.79;best;max;1386461682#0;veh36744;-28069359#6;veh_passenger
;;1783.84;best;max;-1043817977#1;veh36745;-1217028268#0;veh_passenger
;;1783.89;best;;1054187915;veh36746;-1071860425#0;veh_passenger
;;1783.94;best;max;-1216000770;veh36747;-1047458870#6;veh_passenger
;;1783.99;best;;-1044509117#0;veh36748;1386972470#0;veh_passenger
;;1784.03;best;;-683448179#2;veh36749;1217034521;veh_passenger
;;1784.08;best;max;-988505736;veh36750;-1217159930;veh_passenger
;;1784.13;best;max;176071089;veh36751;-321397529#13;veh_passenger
;;1784.18;best;max;-1217255027#1;veh36752;-219289278#4;veh_passenger
;;1784.23;best;;1218994322;veh36753;1266169238;veh_passenger
;;1784.28;best;;667781657#5;veh36754;-320044849#2;veh_passenger
;;1784.32;best;;1049877266#3;veh36755;-1055299309;veh_passenger
;;1784.37;best;max;-1379636774#2;veh36756;1044804356#0;veh_passenger
;;1784.42;best;max;-1088137729#1;veh36757;1042966473#2;veh_passenger
;;1784.47;best;;-132077531#10;veh36758;1044700242#2;veh_passenger
;;1784.52;best;;-1093121614;veh36759;-1043813731;veh_passenger
;;1784.57;best;max;-1090071011;veh36760;1055131825;veh_passenger
;;1784.62;best;max;-1378656038;veh36761;-83229105#10;veh_passenger
;;1784.66;best;max;-1392297212#1;veh36762;221853654#1;veh_passenger
;;1784.71;best;;219225823#8;veh36763;-1071867048#0;veh_passenger
;;1784.76;best;max;-1049878347#1;veh36764;-1384510420;veh_passenger
;;1784.81;best;max;-988553243;veh36765;1315378953;veh_passenger
;;1784.86;best;;1152642991#2;veh36766;-1042171934#1;veh_passenger
;;1784.91;best;max;1217255731#0;veh36767;-1071865202;veh_passenger
;;1784.96;best;max;-258778492#8;veh36768;870860354#0;veh_passenger
;;1785.00;best;;-132061366#2;veh36769;-1217159804;veh_passenger
;;1785.05;best;;680419911#1;veh36770;321397521#9;veh_passenger
;;1785.10;best;;158355515#11;veh36771;1042598969#4;veh_passenger
;;1785.15;best;;-1055049379#1;veh36772;1204606135#0;veh_passenger
;;1785.20;best;;1053935170#2;veh36773;-158355508#1;veh_passenger
;;1785.25;best;max;-684340783;veh36774;1050973587#1;veh_passenger
;;1785.30;best;max;-1382527767;veh36775;1218993737;veh_passenger
;;1785.34;best;;922333614;veh36776;1042598979;veh_passenger
;;1785.39;best;;-1071869437;veh36777;1053940527;veh_passenger
;;1785.44;best;;-158355518#1;veh36778;902920472;veh_passenger
;;1785.49;best;;1050827555#0;veh36779;1188807680;veh_passenger
;;1785.54;best;;858852304#0;veh36780;-1382527768#1;veh_passenger
;;1785.59;best;;1044514942;veh36781;321399222#0;veh_passenger
;;1785.64;best;max;1217249753;veh36782;1051093573#1;veh_passenger
;;1785.68;best;max;-1125184856;veh36783;1382534375;veh_passenger
;;1785.73;best;max;-1054632994;veh36784;-849848480#3;veh_passenger
;;1785.78;best;max;-155829492#4;veh36785;1071878466;veh_passenger
;;1785.83;best;;-170228088;veh36786;319899814#5;veh_passenger
;;1785.88;best;max;-1046292264;veh36787;-841957970#0;veh_passenger
;;1785.93;best;;1380669412#2;veh36788;1392312675#1;veh_passenger
;;1785.98;best;max;-1383721667;veh36789;898458109#2;veh_passenger
;;1786.02;best;;-1046482171#10;veh36790;-1071860433#0;veh_passenger
;;1786.07;best;;569543943#0;veh36791;1095350374#1;veh_passenger
;;1786.12;best;max;1213512468;veh36792;1050827562;veh_passenger
;;1786.17;best;max;-1213519750;veh36793;158366247#10;veh_passenger
;;1786.22;best;;279806937#2;veh36794;1041999194#1;veh_passenger
;;1786.27;best;;-1084027861#1;veh36795;-689730976#6;veh_passenger
;;1786.32;best;max;-1050556374#2;veh36796;-1219085704#0;veh_passenger
;;1786.36;best;;1041999199#7;veh36797;1071869414;veh_passenger
;;1786.41;best;max;-988505723#2;veh36798;1071869415;veh_passenger
;;1786.46;best;;-1214249956;veh36799;229908894#2;veh_passenger
;;1786.51;best;max;-1054354522;veh36800;-322248001;veh_passenger
;;1786.56;best;;-355391676#2;veh36801;-158354639;veh_passenger
;;1786.61;best;max;-1266142057;veh36802;1386092126;veh_passenger
;;1786.66;best;max;-1054406154;veh36803;1371585827;veh_passenger
;;1786.70;best;;321304378#9;veh36804;-1217255542;veh_passenger
;;1786.75;best;;851490772#2;veh36805;849840500#2;veh_passenger
;;1786.80;best;max;-1217028304;veh36806;-1369515789;veh_passenger
;;1786.85;best;;-1380279803;veh36807;1368317323;veh_passenger
;;1786.90;best;;446709212#0;veh36808;158366247#1;veh_passenger
;;1786.95;best;;-221616973#1;veh36809;-1343775587;veh_passenger
;;1787.00;best;;1381955704;veh36810;-466855841#0;veh_passenger
;;1787.04;best;;-641793526#8;veh36811;988530929#0;veh_passenger
;;1787.09;best;;-1218993520#0;veh36812;-325440945#2;veh_passenger
;;1787.14;best;;-1046251131;veh36813;1041999194#4;veh_passenger
;;1787.19;best;max;-1095105819;veh36814;221207909;veh_passenger
;;1787.24;best;;220749755#18;veh36815;1225889359#0;veh_passenger
;;1787.29;best;max;-569821072#2;veh36816;-1054021597;veh_passenger
;;1787.33;best;max;-1379958696;veh36817;158306188#2;veh_passenger
;;1787.38;best;;-44770393#8;veh36818;-1049877275;veh_passenger
;;1787.43;best;;-221615242#1;veh36819;-1389261917;veh_passenger
;;1787.48;best;max;-1374382744#1;veh36820;-1366751411;veh_passenger
;;1787.53;best;max;-858852313;veh36821;26209730#7;veh_passenger
;;1787.58;best;;-132070844#5;veh36822;-231218703#1;veh_passenger
;;1787.63;best;;585630240#1;veh36823;1382263398;veh_passenger
;;1787.67;best;;-379260369#2;veh36824;-1376418856#0;veh_passenger
;;1787.72;best;max;-1096239921;veh36825;229908891;veh_passenger
;;1787.77;best;;1370062309#0;veh36826;-1266139207#0;veh_passenger
;;1787.82;best;;-1049873897#2;veh36827;-163371957#4;veh_passenger
;;1787.87;best;;1050556373;veh36828;1071865199;veh_passenger
;;1787.92;best;max;219811082;veh36829;1392280842;veh_passenger
;;1787.97;best;;-1044700302#1;veh36830;1055120466;veh_passenger
;;1788.01;best;;1131520246#0;veh36831;988203026;veh_passenger
;;1788.06;best;max;1218993646;veh36832;1044462488;veh_passenger
;;1788.11;best;max;-1388761170;veh36833;-518504798;veh_passenger
;;1788.16;best;;962174889#0;veh36834;-1053914273#3;veh_passenger
;;1788.21;best;;-355393319#5;veh36835;1052657477#10;veh_passenger
;;1788.26;best;;-158366236#20;veh36836;131937277#1;veh_passenger
;;1788.31;best;max;569570657;veh36837;-220826299#6;veh_passenger
;;1788.35;best;;1370062316#3;veh36838;1194283127;veh_passenger
;;1788.40;best;max;-131937272;veh36839;1226409978;veh_passenger
;;1788.45;best;max;-1046292283;veh36840;-1053923485#2;veh_passenger
;;1788.50;best;;1390611112;veh36841;-1382279706#1;veh_passenger
;;1788.55;best;max;-1217255791#1;veh36842;1219040323#1;veh_passenger
;;1788.60;best;max;-1042208481;veh36843;26299206#1;veh_passenger
;;1788.65;best;max;-1045129832;veh36844;1388426182;veh_passenger
;;1788.69;best;max;-1216004327#1;veh36845;1358531914;veh_passenger
;;1788.74;best;;902920473#13;veh36846;1383922338#3;veh_passenger
;;1788.79;best;max;-1384580546;veh36847;1043813728#1;veh_passenger
;;1788.84;best;max;-1386084476#1;veh36848;-221615241#2;veh_passenger
;;1788.89;best;max;-1382279033;veh36849;1384318667;veh_passenger
;;1788.94;best;max;1358315405;veh36850;1268366201;veh_passenger
;;1788.99;best;max;-1216883585;veh36851;825413950;veh_passenger
;;1789.03;best;max;569607087;veh36852;1202905640;veh_passenger
;;1789.08;best;max;-556414775;veh36853;1051074690;veh_passenger
;;1789.13;best;max;-1053956107;veh36854;902926796;veh_passenger
;;1789.18;best;max;-1041990401#1;veh36855;-158718330#2;veh_passenger
;;1789.23;best;max;-1084651013;veh36856;1044462509;veh_passenger
;;1789.28;best;;132070844#7;veh36857;1049852857;veh_passenger
;;1789.33;best;max;-1382003306;veh36858;1213511696;veh_passenger
;;1789.37;best;;-98623900#3;veh36859;-1046101237;veh_passenger
;;1789.42;best;max;-1386468554;veh36860;1266139211#3;veh_passenger
;;1789.47;best;max;-1042418436#2;veh36861;-219289284#7;veh_passenger
;;1789.52;best;;-1050950551#3;veh36862;1052655891#0;veh_passenger
;;1789.57;best;max;-1376460487;veh36863;355210817#3;veh_passenger
;;1789.62;best;;-1050266821;veh36864;-890222594#0;veh_passenger
;;1789.67;best;max;-1376417887;veh36865;321304379#9;veh_passenger
;;1789.71;best;;-156026268#9;veh36866;898458084#1;veh_passenger
;;1789.76;best;;-1071867080;veh36867;83229105#11;veh_passenger
;;1789.81;best;;-1390407797;veh36868;-1219040993;veh_passenger
;;1789.86;best;;586596349#1;veh36869;1083972163#1;veh_passenger
;;1789.91;best;max;-1392127393;veh36870;1385761618;veh_passenger
;;1789.96;best;max;-239320952;veh36871;-156032744#3;veh_passenger
;;1790.00;best;max;-1216000781;veh36872;-1092272961;veh_passenger
;;1790.05;best;;-1051068183#1;veh36873;1217249911;veh_passenger
;;1790.10;best;;1084027867;veh36874;1382486008;veh_passenger
;;1790.15;best;max;1219040437;veh36875;875820516;veh_passenger
;;1790.20;best;;27191214#8;veh36876;988553259;veh_passenger
;;1790.25;best;max;-1071869448;veh36877;26206100#5;veh_passenger
;;1790.30;best;;962177719#2;veh36878;158306194#3;veh_passenger
;;1790.34;best;max;-1046942866;veh36879;-163371957#6;veh_passenger
;;1790.39;best;;-379260375#0;veh36880;689730984#12;veh_passenger
;;1790.44;best;;-379260362#1;veh36881;1071860435#1;veh_passenger
;;1790.49;best;;-446711224#7;veh36882;219906748#1;veh_passenger
;;1790.54;best;;-325440926#1;veh36883;1054187901#2;veh_passenger
;;1790.59;best;;-1047218423;veh36884;-1046292274;veh_passenger
;;1790.64;best;max;-898458147;veh36885;-1049877253#0;veh_passenger
;;1790.68;best;max;-902926786#3;veh36886;841961379#1;veh_passenger
;;1790.73;best;;1046874217#1;veh36887;1389246712#1;veh_passenger
;;1790.78;best;max;-1042241324#4;veh36888;641793526#28;veh_passenger
;;1790.83;best;;1042925571;veh36889;988530928#1;veh_passenger
;;1790.88;best;max;-1383929085#1;veh36890;1054399000#2;veh_passenger
;;1790.93;best;max;-1049862894#1;veh36891;1217255190;veh_passenger
;;1790.98;best;max;-1432251960#1;veh36892;354997517#1;veh_passenger
;;1791.02;best;;1071869426#0;veh36893;44770272#12;veh_passenger
;;1791.07;best;;962174890#1;veh36894;-1071860425#0;veh_passenger
;;1791.12;best;max;-630622418;veh36895;-132084007#0;veh_passenger
;;1791.17;best;max;-1043560334#2;veh36896;-1206093986#5;veh_passenger
;;1791.22;best;max;319705588#0;veh36897;-252036569#4;veh_passenger
;;1791.27;best;;548937856#1;veh36898;1049878346;veh_passenger
;;1791.32;best;;1370363139#10;veh36899;83229104#11;veh_passenger
;;1791.36;best;max;-1044514908#3;veh36900;1096230036#0;veh_passenger
;;1791.41;best;;427959498#0;veh36901;-231218701#0;veh_passenger
;;1791.46;best;max;-318184114#1;veh36902;1217164200;veh_passenger
;;1791.51;best;;131937277#7;veh36903;1051074685#2;veh_passenger
;;1791.56;best;;1055072952;veh36904;1266142056#1;veh_passenger
;;1791.61;best;;1042032480#1;veh36905;1387131544;veh_passenger
;;1791.66;best;max;-1046585297#2;veh36906;1042241321#0;veh_passenger
;;1791.70;best;;-381739811#1;veh36907;1218993700;veh_passenger
;;1791.75;best;max;-1084985581;veh36908;-902926790;veh_passenger
;;1791.80;best;max;-1220474072;veh36909;1071865167;veh_passenger
;;1791.85;best;;-355393294#1;veh36910;1071869399;veh_passenger
;;1791.90;best;;-586594850#9;veh36911;1054195130#2;veh_passenger
;;1791.95;best;;-1216000776#1;veh36912;-1392552604#0;veh_passenger
;;1792.00;best;;-241457577#2;veh36913;354991413#1;veh_passenger
;;1792.04;best;max;-1216158228#1;veh36914;1089450246#1;veh_passenger
;;1792.09;best;;-221615239#3;veh36915;321398253#3;veh_passenger
;;1792.14;best;;680393835#7;veh36916;-1464390002;veh_passenger
;;1792.19;best;max;1218993769;veh36917;1389738138#7;veh_passenger
;;1792.24;best;max;-1054498519#1;veh36918;-199043536#1;veh_passenger
;;1792.29;best;;851490768#3;veh36919;1218977733;veh_passenger
;;1792.34;best;;355393327#2;veh36920;-1217028512;veh_passenger
;;1792.38;best;;-850138490;veh36921;1049847046#2;veh_passenger
;;1792.43;best;;132070857;veh36922;318106693#4;veh_passenger
;;1792.48;best;;-331374615#2;veh36923;1383726014;veh_passenger
;;1792.53;best;max;-1084004613;veh36924;-1217160130;veh_passenger
;;1792.58;best;;199043535#22;veh36925;-260127622#7;veh_passenger
;;1792.63;best;max;-1383929085#1;veh36926;1049873925#1;veh_passenger
;;1792.67;best;;-325440944;veh36927;1051093566;veh_passenger
;;1792.72;best;max;-1071865193#1;veh36928;1044464384#0;veh_passenger
